"id","trial","direction","condition","corrAns","resp","corr","rt"
"sub-012",34,"left","speed","left","left",1,0.406928875003359
"sub-012",35,"left","speed","left","left",1,0.890164333002758
"sub-012",36,"right","speed","right","right",1,0.52633095899364
"sub-012",37,"right","speed","right","right",1,0.489448874999653
"sub-012",38,"left","speed","left","left",1,0.399846750005963
"sub-012",39,"right","speed","right","right",1,0.564988833008101
"sub-012",40,"left","speed","left","left",1,0.56846266699722
"sub-012",41,"right","speed","right","right",1,0.629196916997898
"sub-012",42,"left","speed","left","left",1,0.388631750000059
"sub-012",43,"left","speed","left","left",1,0.830662166001275
"sub-012",44,"right","speed","right","right",1,0.767260084001464
"sub-012",45,"right","speed","right","right",1,0.725176040999941
"sub-012",46,"left","speed","left","left",1,0.464643416999024
"sub-012",47,"right","speed","right","right",1,0.486711290999665
"sub-012",48,"left","speed","left","left",1,0.856056499993429
"sub-012",49,"left","speed","left","left",1,0.973316457995679
"sub-012",50,"right","speed","right","right",1,1.62767254200298
"sub-012",51,"right","speed","right","right",1,1.86757858400233
"sub-012",52,"left","speed","left","left",1,0.46069529200031
"sub-012",53,"right","speed","right","right",1,0.51240287499968
"sub-012",54,"left","speed","left","left",1,0.513235291000456
"sub-012",55,"right","speed","right","right",1,0.453127208995284
"sub-012",56,"left","speed","left","left",1,0.489347499998985
"sub-012",57,"right","speed","right","right",1,0.490987040990149
"sub-012",58,"left","speed","left","left",1,0.478575540997554
"sub-012",59,"right","speed","right","right",1,0.482856125003309
"sub-012",60,"left","speed","left","left",1,0.398133750000852
"sub-012",1,"left","accuracy","left","left",1,2.44092533299408
"sub-012",2,"right","accuracy","right","right",1,0.492642167009762
"sub-012",3,"right","accuracy","right","left",0,0.467672083002981
"sub-012",4,"left","accuracy","left","left",1,0.530018083998584
"sub-012",5,"right","accuracy","right","right",1,0.516217750002397
"sub-012",6,"left","accuracy","left","left",1,0.570182541006943
"sub-012",7,"right","accuracy","right","right",1,1.12248308300332
"sub-012",8,"left","accuracy","left","left",1,0.601853375002975
"sub-012",9,"left","accuracy","left","left",1,2.78092283399019
"sub-012",10,"right","accuracy","right","right",1,1.25331200000073
"sub-012",11,"left","accuracy","left","left",1,0.69474729099602
"sub-012",12,"right","accuracy","right","right",1,0.630777292011771
"sub-012",13,"right","accuracy","right","right",1,0.869937916999334
"sub-012",14,"left","accuracy","left","left",1,0.505743625006289
"sub-012",15,"right","accuracy","right","right",1,0.533233082998777
"sub-012",16,"left","accuracy","left","left",1,0.506317916995613
"sub-012",17,"right","accuracy","right","right",1,0.945105083999806
"sub-012",18,"left","accuracy","left","left",1,0.418069332998129
"sub-012",19,"right","accuracy","right","right",1,0.683054334003828
"sub-012",20,"left","accuracy","left","left",1,0.418213875003857
"sub-012",21,"right","accuracy","right","right",1,0.437172208010452
"sub-012",22,"left","accuracy","left","left",1,0.483062790997792
"sub-012",23,"right","accuracy","right","right",1,0.53466250000929
"sub-012",24,"left","accuracy","left","left",1,0.284110458000214
"sub-012",25,"left","accuracy","left","left",1,0.722251249986584
"sub-012",26,"right","accuracy","right","right",1,0.406963625006028
"sub-012",27,"left","accuracy","left","left",1,0.672647917002905
"sub-012",28,"right","accuracy","right","right",1,0.398695166994003
"sub-012",29,"left","accuracy","left","left",1,0.45890800000052
"sub-012",30,"right","accuracy","right","right",1,0.35759779199725
"sub-012",31,"right","accuracy","right","right",1,0.692360333006945
"sub-012",32,"left","accuracy","left","left",1,0.400639542000135
"sub-012",33,"right","accuracy","right","right",1,0.296022250011447
"sub-012",34,"left","accuracy","left","left",1,0.519193291998818
"sub-012",35,"left","accuracy","left","left",1,0.556451041993569
"sub-012",36,"right","accuracy","right","right",1,0.3497424590023
"sub-012",37,"right","accuracy","right","right",1,0.83116895800049
"sub-012",38,"left","accuracy","left","left",1,0.460850834002485
"sub-012",39,"left","accuracy","left","right",0,0.437622957993881
"sub-012",40,"right","accuracy","right","right",1,0.669069042007322
"sub-012",41,"right","accuracy","right","right",1,0.711620417001541
"sub-012",42,"left","accuracy","left","left",1,0.716113000002224
"sub-012",43,"right","accuracy","right","right",1,0.526903374993708
"sub-012",44,"left","accuracy","left","left",1,0.434175791990128
"sub-012",45,"left","accuracy","left","left",1,0.446191374998307
"sub-012",46,"right","accuracy","right","right",1,0.506535541993799
"sub-012",47,"right","accuracy","right","right",1,0.490749249991495
"sub-012",48,"left","accuracy","left","left",1,0.333935457994812
"sub-012",49,"right","accuracy","right","right",1,0.48711495900352
"sub-012",50,"left","accuracy","left","left",1,0.534739291993901
"sub-012",51,"right","accuracy","right","right",1,0.329828750007437
"sub-012",52,"left","accuracy","left","left",1,0.511800499996752
"sub-012",53,"left","accuracy","left","left",1,0.495169292000355
"sub-012",54,"right","accuracy","right","right",1,0.340651374994195
"sub-012",55,"right","accuracy","right","right",1,0.597471332992427
"sub-012",56,"left","accuracy","left","left",1,0.393336749999435
"sub-012",57,"right","accuracy","right","right",1,0.37621712499822
"sub-012",58,"left","accuracy","left","left",1,0.433943374999217
"sub-012",59,"right","accuracy","right","right",1,0.541981458009104
